5000;50;2283864431192782213350581115872190139953458569225674941323919007961865881877755119628277610960868702095696069321619082400;369067;57168;11711234404271;
5000;100;31200712362264902158218956128032228473657743533947971322421615117159973590240524417467398634919490225388156366904500778507607366736438460753230447092622556048011898852325839203618027924154110887085798563637966200;160854;57168;11711234404271;
5000;150;1282737146934517199385181730794915586715343736462070303905775186875905567255432408248619541089142580777292433084035499877351336139205611881480942574029187412528414798509163321010088994681636400715427080258470991102819819491217815372401636216506376436533820863758409096915613465177755975188800;249600;57168;11711234404271;
5000;200;1396887202069234752139333767392331013121010983613228379797710359516408183446702703691949544114328601511659918284446485040400169829456387938537945404693994641196978707070300102630549452584791194830216333409403463263927443254293823062766773029790636460992075129538795172239921812218112909319124727972511224948530739381465586753598420545405869527428707861792076724100;319573;57168;11711234404271;
5000;250;3043034716908025895134254720241160188156162799310761485674164845224187712317724794879271726650142749911945094752441007785438867256350247752922756584548302530425450579703923529790603396869386525556632296247639338111273938727867994477911824650815238341342346592418632174852683784002561568776406276558679594776214305373039621716573449609904728799545154500166543568894945042239205828976840066626348720874981699366554705040955146513280;480854;57168;11711234404271;
5000;300;169581072915606398518824138330711206736765420677465169510374992767870107793005617285157341115148982608051013087437266910350794351878082885818886456793021176503106170324210591466054094173215635952254711670270586715617453148818717378653710912445087939599258636931548945499291254181462260818167068469612310890185485878640540138883520089841808431370083559294022905782591421367441627346603225655211238242392625633320158997240060442841181243060903920320013665169975106588357772849589083788521226400;506453;57168;11711234404271;
5000;350;1301684820383134615354550539614435661805444128050265958541025397563319804166657449653619403502704928657741668971332076566647127714758851927948138296188425767221900148698966361219130134896713800447659987131109646028196783183074755747708693136407466843416039231780994066871454843049801289158379923405664177969169120884282239512825794899391629193317243433145260590946263388789210511907244734179235741656489437062900455739873364797833729037465790533752750759544359536040584582197898813417153344472164548760464717005489100147878658295665036415030563051200;715946;57168;11711234404271;
5000;400;4548775076094428371010829683049914117816184763118092160796640327225644707159192599092181453745325061769892955551757106467361440449692985278791836446946151486816631685770802787423138830612536066457161479085457660866381466572202542003470454850028394216478517131319316812048255006590490966167173964660633477235709570134855309687334589647935586546152947361489020929392716114355866018301705316565302876315116323728619649927081714996510749863677211126075396579566857366557927926622863125964387257071419334133697495707630338526100867239463645419663363982949479806531821673039958528710837546326680104188986840800;568747;57168;11711234404271;
5000;450;17670045318225307260985585896362922659365106505258450756337306297912342784791644321772814437904350512872062021222986472889222854569621979567361657976069727741098846732153449855575559104059284459012327387353949369337413696208529461368561586998405157305040594469359275937940088576199216213255531790324404485636766170166252206215464787891380738903834887959513269483826261034799967705078917839519825718443583553085393728012848491062903317665738857040221919776994873569241398594309196764836258850360824432546798183378013640117082751302585537870244298183507764416699698504748715238815380880124797400006926476426159549699922776017161923279497622973166120948589600;730453;57168;11711234404271;
5000;500;152383570502276241773112299038287011759805517717774989612063963324852197721349960590884233711082048864016759544054508257767390473359453022881045964121514812790325726285875069528156914452728158646183348385785484897051302963702456469661925649013938025675652103406710218905355077057732196294852278472953496440392540565238652496586095257231832780763525058654245376714838913660805861811146730935555609878975704618923988507281746376470494321008996284739018893410735106722857930028973378877130054931747509530956061693359470175950233574962808714004842287921921934995121777448532875190191549476629085646880295182806621692835943142454947817131669088583382928050125741393952210717943794438066831202814961683139272640;754347;57168;11711234404271;
5000;550;5063614257933309476795154092739224106127990627221681762977102512701620902896379914228991771928382137078062648304323841282786717532782467189888202888518199812093239227835230047299655141982630272660107164964417202847970129595351395755017528423913790615708578269287225773193356992042098594734200795641901141243369996084562562548490081663531585969112381100840422110102394970317105956051757885260057909342042642632806314937497118759929367783376572721296886780526024765649934551749379139797537183055130105751533983149542461846741646138182099535687845304138624835822078279343687308372405037503434811780957127358572697701749575944419868841253519833391938620608116935892511153744010450082882622461931385358436266519341131040254235338786891589863563696060848400;698027;57168;11711234404271;
5000;600;1016311195072822659443471069206138589238945938321925528281844429781648404823798171501717625486097962120328808093512880963636957179872692901572149759757901919079182988569589566660711615425890957983593917660882507581662299782228405456673968730699009180842637238315238919896628259303473765220394172966327819003357177921219298518947438272452103993707352287530382703659999932659293015564538268359664599729941064091267970036112641311458148499301588890803412036847087168587852917015496537757414124033154605806095760289565793247016351553307386007542630053968803903028334722903454170955853586111445942104311004866981421193986522021116506888994811505926649151897711815777568955236423788660276555083498999494121707578276131140069879354272618483807128040136716966843930581678789815386740337325461011716290200;738134;57168;11711234404271;
5000;650;1789406911300459251500910976913275196071653376648563772096671481213591139037946783237023965907911633945315735801796623536331535752996737096730487576952325255828183346299330996652530580483170697352364988160386298922590677953700250230242743337293633148599153473748412771363054553427067276260897608529948694392423232476198624381128172027956039832094625706400381754649700261047435649912503801339425282763013612532192688411025294185499698711927651175507868459834918845450582979612288410163148290347644574129275937319123145038962185361155497953351513432830047990395984549844741709040852819690622556353303011094873658159830918722417059994705494184290816556845691886014536428769519341632432234556376345706713769825143850677927992482371659992560227751830498509266570739394077420876571505954375273821231316326560712512250332705349559616177585366400;1105066;57168;11711234404271;
5000;700;37852417192441232308398306342899660791805573715768517905577806340097138783604756803277393420303664680851473872719338842675592560589758755636322850840492275219331235236951774235234225536639025735338438477896398734310428440702209258422795900208962613808773601964492215622958084254919188453095628787315849565763916997199925644548390638200938865547063104882835627764491194098863019680673040197937288531357891383888515097045637001783486387183753923728324229147956649431964337964118735249577213595747215476746538556349843896975006635992530990862003449050429715216914281930089363391964905421128140997952747519783760245511539185489042933610366449790710644088035520498910691251331049983025200128089031176728740374637234555044178695755837228579070671298579217095652020179300702854211004714213338068893811627064095979889418096947249890786950981473156057456657712077218778479148960674628800;1067520;57168;11711234404271;
5000;750;12581773466309725229913915237016015940618808179368599710179365204661098844461435440276369003156886372253923337253094002033760609763166713938838139072225818614686313697158718142111483305558757981961630098016158318688144162361863868960362311856680262991418738518798963439324780784347012957913305419508447438526099009643332847888289970507199644797568038125774395796396034169628451062144232024067400017298536744977325568643322911430049973127318116723927574281600012181321362879256170416678492591496126484385151573553896906052262393593180156520688924425227183463726778088413384393040422629150504279178260045253945366557916458296078483934601494027959048590580293347358722249573144702077920302583363686797263636799431352077674143185167300533415958869963639637531354394980250127568532754715635715604651547039420703774063300622267793303609175421719046818359977880227542835463408289785071735402663446533380636746633164301450880;1032960;57168;11711234404271;
5000;800;82830680040106520161976623685044014436866627076120446562987629172335166971666009176246427615752006918551653962085014939562551373666352942542945285669177970607575952194292660686373100365087818159223443224913606569938677755286888076021239480791443738006268559221219591671684966622279397673773024389583456621725941081491726481363198239069814842939681637924844693377218574147781871748218595557181090719797287107088652333752997155496985832316806434253984046151065077223239003121534098517189700699493120338680618000050952715458054836654744309387455534455817827118777410013504124285043593261632327385920547356555154578777606902452543678737349793102515414698449094645930817195588333508182967005574925755440875083336455116018501269652350810018521299141264864657121682676664843913848974169907431979554599668580850340875984691574546241181328186830160762699142355744240113822404570153158490189079052404372357160539715535552433209769960473433119163204937081509489700;1202347;57168;11711234404271;
5000;850;13211464560506536025236939108473255191420298019058423202308702700015944034850639955043066463994211794766951139617155864002945637141483562883504462754450413570270388993197396917120058416987972092516088624942993117740821764859147898012505054124742560088841413779511253525810973826872782886205163891989775927647024327646206303167074757954674736531897959975309277269196484978351091541811404450869635125938401966792883525952918978078077659761151542655705725223270035141109739051622384326175135515484359641987168797429440116071871058756955351373353452141773968976329913355673032626333969667968696306446954756518823725530035671925531162069189774708271626805667871907398212705575346682191163191477216277242196928028174491478574900160702293111470860310046359632681470425196520211809730999886188975967871855632119880985802596685251848422487454441563727244583274566384738843953657063599907682081926746388321255461690046537408978190171211258548594120860732551601811647149958019442891245596168596925600;1254827;57168;11711234404271;
5000;900;60924323760789118623796821982458151185511062063971217027546073006159959970652765362270524837692495881054907846228873857513428113992645438264173761587553157538673864699387141249084066442110567991182591162591246301285272835776523843497094245623437816943834780294910415485141087056835460957138372731590948993390315639039174705469356417477927251755051323803680585964142176010076017863700613502973453321648500708023464141134922717268829407921274254486197640875385811029517205493244988804153870250534665656544859901327349561232120150195154506106277741125352795639688730202126003367023189866065761219262278675106163791101288232660873244707304518727993384943720274924334710416436930536338149911454650652811103274327689479884103441913581932388520012406336135928146330569254334670635894770579734124890284971211049798970552078778056341098239537497557343328728318934211885851844071149616759892761831012343147705606694825388358683365024495829532077632572885418106611467007078012509259423534827286317682409033779133209128416418660512150;1385387;57168;11711234404271;
5000;950;9495516573982304777357042569408784269695982014444987606313167101021284357414368262190437837021935138541261650140974287113818827955187040034370088371513309897570610203047133998052245437930749850561018007730917165576443347508994123191578593104134451266651778706903147829904304355038166833241149506267246073993776894157979437618476269766884584665687711972212999888171743917464023258814937204024661926353722385962215425780687580903629062764800865472847509296564257535258484307164923245118149630399011952781447259513418142272755717933666965177842055725298807580369259142766892387806670076557985293886113994416621532414886660210672253089303459259110386849180169309119234694036131227313526007222443280045656045653744647279841754721907766472215121690610894775106851707750546718227102050671867494495763350547186861338502180720131066259855481794637952176542364881714379961684285443040280982869127124066518253763336769669002897022392046272587506118271335477992863717561409284313081875429205444200543464880645146043681211278035093177171220323269561450342962741324800;1542826;57168;11711234404271;
5000;1000;57462357505803375604893834658665168251899919793850512934468881710397678593302188064618445132583370701755893065787216750992391223467601994741594656878559929037277303674963658032197224327768110236651567704673226756781828332650887849150208195780031161286578505113618731045004523840401144118298192191997565735245181433457469532981432785237769191864102953974244072964471109551273603780184330987071947790993108191904370472373403157802158903129815170101708451875442019845175637901995588390614304812103202403626211504997668649346891167495657556154392183988627948442807346603688457854135114491955258804187129028256547543888109987151649038111791932035229202856007767332717845596528598314477979861265222941138323298702349967224867703420888363395662988291273283611081068577160905840445308086112429900453394212790633910614322699210850302387512579976209123523546689147207974269396548873838155355768985614160932799226261509866933143702889005270480654844312094564956178277998090168826124850606847021667494019587077659107276117413835912767949017954979839258481340540145909025953956582025656306426226560;1620053;57168;11711234404271;
